category,headline,links,short_description,keywords,category_encoded,input_text
ENTERTAINMENT,"['ryan', 'sea', 'rest', 'work', 'red', 'carpet', 'oscar', 'despite', 'sexual', 'misconduct', 'claim']",https://www.huffingtonpost.com/entry/ryan-seacrest-oscars-red-carpet_us_5a959ddae4b0bef79e308054,"['personality', 'deny', 'allegation', 'former', 'stylist']","['ryan', 'seacrest', 'oscars', 'red', 'carpet']",1,"['ryan', 'sea', 'rest', 'work', 'red', 'carpet', 'oscar', 'despite', 'sexual', 'misconduct', 'claim', 'personality', 'deny', 'allegation', 'former', 'stylist', 'ryan', 'seacrest', 'oscars', 'red', 'carpet']"
FOOD & DRINK,"['good', 'mac', 'cheese', 'america']",https://www.huffingtonpost.com/entry/best-mac-and-cheese_us_5b9cc117e4b03a1dcc8187d2,"['every', 'chef', 'version', 'ultra', 'comfort', 'macaroni', 'cheese', 'nuance', 'range', 'many', 'gooey', 'cheese', 'fit', 'single', 'batch', 'crunchy', 'topping', 'like', 'sourdough', 'bread', 'crumb']","['best', 'mac', 'and', 'cheese']",2,"['good', 'mac', 'cheese', 'america', 'every', 'chef', 'version', 'ultra', 'comfort', 'macaroni', 'cheese', 'nuance', 'range', 'many', 'gooey', 'cheese', 'fit', 'single', 'batch', 'crunchy', 'topping', 'like', 'sourdough', 'bread', 'crumb', 'best', 'mac', 'and', 'cheese']"
POLITICS,"['coal', 'go', 'even', 'without', 'clean', 'power', 'plan']",https://www.huffingtonpost.com/entry/coal-is-going-down-even-without-the-clean-power-plan_us_59dea14ce4b075f45223a3d6,"['last', 'monday', 'environmental', 'protection', 'agency', 'administrator', 'scott', 'pruitt', 'announce', 'repeal', 'obama', 'administration']","['coal', 'is', 'going', 'down', 'even', 'without', 'the', 'clean', 'power', 'plan']",4,"['coal', 'go', 'even', 'without', 'clean', 'power', 'plan', 'last', 'monday', 'environmental', 'protection', 'agency', 'administrator', 'scott', 'pruitt', 'announce', 'repeal', 'obama', 'administration', 'coal', 'is', 'going', 'down', 'even', 'without', 'the', 'clean', 'power', 'plan']"
POLITICS,"['endangered', 'species', 'act', 'protect', 'imperilled', 'animal', 'plant', 'year']",https://www.huffingtonpost.com/entry/endangered-species-act-turns-42_us_568173ade4b06fa68880ae0f,"['sign', 'richard', 'nixon', 'dec', 'act', 'protect', 'specie', 'worldwide']","['endangered', 'species', 'act', 'turns', '42']",4,"['endangered', 'species', 'act', 'protect', 'imperilled', 'animal', 'plant', 'year', 'sign', 'richard', 'nixon', 'dec', 'act', 'protect', 'specie', 'worldwide', 'endangered', 'species', 'act', 'turns', '42']"
SPORTS,"['fri', 'sky', 'cat', 'hilariously', 'explain', 'human', 'super', 'bowl', 'behavior']",https://www.huffingtonpost.com/entry/friskies-super-bowl-ad-dear-kitten_n_6521978.html,"['commercial', 'fri', 'sky', 'make', 'buzz', 'feed', 'intend', 'kitten', 'sized', 'super', 'bowl', 'feb']","['friskies', 'super', 'bowl', 'ad', 'dear', 'kitten']",5,"['fri', 'sky', 'cat', 'hilariously', 'explain', 'human', 'super', 'bowl', 'behavior', 'commercial', 'fri', 'sky', 'make', 'buzz', 'feed', 'intend', 'kitten', 'sized', 'super', 'bowl', 'feb', 'friskies', 'super', 'bowl', 'ad', 'dear', 'kitten']"
TRAVEL,"['what', 's', 'change', 'world', 'ski', 'industry', 'past', 'year']",https://www.huffingtonpost.com/entry/whats-changed-in-the-worl_us_5b9def8ee4b03a1dcc8f14cc,"['look', 'back', 'early', 'year', 'live', 'strike', 'hast', 'change', 'ski', 'industry', 'three', 'decade', 'thought']","['what', 's', 'changed', 'in', 'the', 'worl']",7,"['what', 's', 'change', 'world', 'ski', 'industry', 'past', 'year', 'look', 'back', 'early', 'year', 'live', 'strike', 'hast', 'change', 'ski', 'industry', 'three', 'decade', 'thought', 'what', 's', 'changed', 'in', 'the', 'worl']"
SPORTS,"['hockey', 'goalie', 'commit', 'humiliating', 'gaffe', 'national', 'title', 'game']",https://www.huffingtonpost.com/entry/matt-oconnor_n_7050258.html,"['condor', 'hold', 'puck', 'glove', 'momentarily', 'inexplicably', 'drop', 'leg', 'bounce', 'tie', 'goal', 'providence']","['matt', 'oconnor']",5,"['hockey', 'goalie', 'commit', 'humiliating', 'gaffe', 'national', 'title', 'game', 'condor', 'hold', 'puck', 'glove', 'momentarily', 'inexplicably', 'drop', 'leg', 'bounce', 'tie', 'goal', 'providence', 'matt', 'oconnor']"
PARENTING,"['stem', 'take', 'toy', 'fair']",https://www.huffingtonpost.com/entry/stem-is-taking-over-2014_us_5b9dd208e4b03a1dcc8d4dd8,"['child', 'future', 'future', 'learn', 'play', 'last', 'year', 'watch', 'high', 'tech', 'gadget', 'adult', 'love', 'also', 'become', 'kid', 'favourite', 'plaything']","['stem', 'is', 'taking', 'over', '2014']",3,"['stem', 'take', 'toy', 'fair', 'child', 'future', 'future', 'learn', 'play', 'last', 'year', 'watch', 'high', 'tech', 'gadget', 'adult', 'love', 'also', 'become', 'kid', 'favourite', 'plaything', 'stem', 'is', 'taking', 'over', '2014']"
POLITICS,"['lift', 'democrats', 'chris', 'murphy', 'urge', 'focus', 'theme', 'litmus', 'test']",https://www.huffingtonpost.com/entry/in-lifting-democrats-chris-murphy-urges-focus-on-themes_us_5a01a8f4e4b05c84181665ca,"['previous', 'publish', 'boston', 'globe', 'ask', 'we', 'senator', 'chris', 'murphy', 'national', 'ambitions', 'connecticut', 'democrat']","['in', 'lifting', 'democrats', 'chris', 'murphy', 'urges', 'focus', 'on', 'themes']",4,"['lift', 'democrats', 'chris', 'murphy', 'urge', 'focus', 'theme', 'litmus', 'test', 'previous', 'publish', 'boston', 'globe', 'ask', 'we', 'senator', 'chris', 'murphy', 'national', 'ambitions', 'connecticut', 'democrat', 'in', 'lifting', 'democrats', 'chris', 'murphy', 'urges', 'focus', 'on', 'themes']"
POLITICS,"['president', 'obama', 'hillary', 'clinton', 'meet', 'lunch', 'white', 'house']",https://www.huffingtonpost.com/entry/obama-clinton-lunch_us_5665fbede4b08e945ff08ed1,"['press', 'secretary', 'josh', 'earnest', 'say', 'mostly', 'social', 'occasion']","['obama', 'clinton', 'lunch']",4,"['president', 'obama', 'hillary', 'clinton', 'meet', 'lunch', 'white', 'house', 'press', 'secretary', 'josh', 'earnest', 'say', 'mostly', 'social', 'occasion', 'obama', 'clinton', 'lunch']"
FOOD & DRINK,"['huff', 'post', 'taste', 'maker', 'allegretto', 'make', 'mean', 'lobster', 'salad']",https://www.huffingtonpost.com/entry/chef-alain-allegretti_us_5b9cc0e4e4b03a1dcc81867d,"['pretty', 'almost', 'do', 'want', 'eat', 'almost']","['chef', 'alain', 'allegretti']",2,"['huff', 'post', 'taste', 'maker', 'allegretto', 'make', 'mean', 'lobster', 'salad', 'pretty', 'almost', 'do', 'want', 'eat', 'almost', 'chef', 'alain', 'allegretti']"
POLITICS,"['godfather', 'marijuana', 'research', 'say', 'he', 's', 'never', 'even', 'try', 'stuff']",https://www.huffingtonpost.com/entry/raphael-mechoulam-marijuana-research_us_58de7ac1e4b0c777f786e94a,"['raphael', 'hula', 'say', 'interest', 'cannabis', 'always', 'scientific']","['raphael', 'mechoulam', 'marijuana', 'research']",4,"['godfather', 'marijuana', 'research', 'say', 'he', 's', 'never', 'even', 'try', 'stuff', 'raphael', 'hula', 'say', 'interest', 'cannabis', 'always', 'scientific', 'raphael', 'mechoulam', 'marijuana', 'research']"
STYLE & BEAUTY,"['kim', 'areas', 'hans', 'vogue', 'cover', 'rumour', 'rollercoaster', 'emotion']",https://www.huffingtonpost.com/entry/kim-kardashian-vogue-cover_us_5b9dd4ece4b03a1dcc8d8492,"['report', 'jezebel', 'credit', 'well', 'place', 'source', 'claim', 'kim', 'photograph', 'los', 'angeles', 'sunday', 'night']","['kim', 'kardashian', 'vogue', 'cover']",6,"['kim', 'areas', 'hans', 'vogue', 'cover', 'rumour', 'rollercoaster', 'emotion', 'report', 'jezebel', 'credit', 'well', 'place', 'source', 'claim', 'kim', 'photograph', 'los', 'angeles', 'sunday', 'night', 'kim', 'kardashian', 'vogue', 'cover']"
WELLNESS,"['spring', 'health', 'benefit', 'reason', 'love', 'season']",https://www.huffingtonpost.com/entry/spring-health-benefits_us_5b9cefbbe4b03a1dcc8316b5,"['sun', 'little', 'bit', 'later', 'peel', 'winter', 'tight', 'certain', 'june', 'say', 'quot']","['spring', 'health', 'benefits']",8,"['spring', 'health', 'benefit', 'reason', 'love', 'season', 'sun', 'little', 'bit', 'later', 'peel', 'winter', 'tight', 'certain', 'june', 'say', 'quot', 'spring', 'health', 'benefits']"
BUSINESS,"['monsanto', 'major', 'losing', 'streak']",https://www.huffingtonpost.com/entry/monsanto-problems_us_573dcea4e4b0646cbeec3d6c,"['agricultural', 'giant', 'seem', 'like', 'forgot', 'sacrifice', 'goat', 'god']","['monsanto', 'problems']",0,"['monsanto', 'major', 'losing', 'streak', 'agricultural', 'giant', 'seem', 'like', 'forgot', 'sacrifice', 'goat', 'god', 'monsanto', 'problems']"
POLITICS,"['plutocracy', 'mega', 'donor', 'give', 'million', 'small', 'donor']",https://www.huffingtonpost.comhttp://www.politico.com/story/2016/02/100-billionaires-2016-campaign-finance-218862,"['establishment', 'bash', 'ted', 'cruz', 'nab', 'four', 'six', 'top', 'donor']","['what', 's', 'changed', 'in', 'the', 'worl', 'matt', 'oconnor', 'stem', 'is', 'taking', 'over', '2014', 'in', 'lifting', 'democrats', 'chris', 'murphy', 'urges', 'focus', 'on', 'themes', 'obama', 'clinton', 'lunch', 'chef', 'alain', 'allegretti', 'raphael', 'mechoulam', 'marijuana', 'research', 'kim', 'kardashian', 'vogue', 'cover', 'spring', 'health', 'benefits', 'monsanto', 'problems', 'the', 'worlds', 'most', 'unusual', 'beaches', 'change', 'of', 'life', 'angela', 'eagle', 'uk', 'labour', 'party', 'bid', 'could', 'nt', 'sleep', 'perk', 'up', 'london', 'street', 'view', 'gluten', 'free', 'spice', 'muffins', 'fifth', 'harmony', 'lauren', 'jauregui', 'lady', 'gaga', '2013', 'vma', 'photos', '22', 'reasons', 'the', 'midwest', 'is', 'the', 'best']",4,"['plutocracy', 'mega', 'donor', 'give', 'million', 'small', 'donor', 'establishment', 'bash', 'ted', 'cruz', 'nab', 'four', 'six', 'top', 'donor', 'what', 's', 'changed', 'in', 'the', 'worl', 'matt', 'oconnor', 'stem', 'is', 'taking', 'over', '2014', 'in', 'lifting', 'democrats', 'chris', 'murphy', 'urges', 'focus', 'on', 'themes', 'obama', 'clinton', 'lunch', 'chef', 'alain', 'allegretti', 'raphael', 'mechoulam', 'marijuana', 'research', 'kim', 'kardashian', 'vogue', 'cover', 'spring', 'health', 'benefits', 'monsanto', 'problems', 'the', 'worlds', 'most', 'unusual', 'beaches', 'change', 'of', 'life', 'angela', 'eagle', 'uk', 'labour', 'party', 'bid', 'could', 'nt', 'sleep', 'perk', 'up', 'london', 'street', 'view', 'gluten', 'free', 'spice', 'muffins', 'fifth', 'harmony', 'lauren', 'jauregui', 'lady', 'gaga', '2013', 'vma', 'photos', '22', 'reasons', 'the', 'midwest', 'is', 'the', 'best']"
TRAVEL,"['world', 'quickest', 'beach', 'photo']",https://www.huffingtonpost.com/entry/the-worlds-most-unusual-beaches_us_5b9d6e4de4b03a1dcc87e81b,"['beach', 'colourful', 'sand', 'odd', 'shape', 'line', 'shore', 'nine', 'quirky', 'beach', 'around', 'world', 'worth']","['the', 'worlds', 'most', 'unusual', 'beaches']",7,"['world', 'quickest', 'beach', 'photo', 'beach', 'colourful', 'sand', 'odd', 'shape', 'line', 'shore', 'nine', 'quirky', 'beach', 'around', 'world', 'worth', 'the', 'worlds', 'most', 'unusual', 'beaches']"
PARENTING,"['change', 'life']",https://www.huffingtonpost.com/entry/change-of-life_us_5b9cb480e4b03a1dcc810cbf,"['catch', 'age', 'fertility', 'nausea', 'butterfly', 'wing', 'kick', 'take', 'breath', 'away', 'swollen', 'breast', 'baby', 'blanket', 'afterwards', 'past', 'ten', 'year', 'ellipsis', 'hover', 'head', 'heart', 'wonder', 'another', 'face', 'would', 'come', 'family']","['change', 'of', 'life']",3,"['change', 'life', 'catch', 'age', 'fertility', 'nausea', 'butterfly', 'wing', 'kick', 'take', 'breath', 'away', 'swollen', 'breast', 'baby', 'blanket', 'afterwards', 'past', 'ten', 'year', 'ellipsis', 'hover', 'head', 'heart', 'wonder', 'another', 'face', 'would', 'come', 'family', 'change', 'of', 'life']"
WORLD NEWS,"['angela', 'eagle', 'challenge', 'corby', 'leadership', 'we', 'labour', 'party']",https://www.huffingtonpost.com/entry/angela-eagle-uk-labour-party-bid_us_5783aa6ae4b0344d5150097a,"['stage', 'set', 'heated', 'fight', 'control', 'britain', 'opposition', 'party']","['angela', 'eagle', 'uk', 'labour', 'party', 'bid']",9,"['angela', 'eagle', 'challenge', 'corby', 'leadership', 'we', 'labour', 'party', 'stage', 'set', 'heated', 'fight', 'control', 'britain', 'opposition', 'party', 'angela', 'eagle', 'uk', 'labour', 'party', 'bid']"
WELLNESS,"['sleep', 'last', 'night', 'perk']",https://www.huffingtonpost.com/entry/couldnt-sleep-perk-up_us_5b9cfb69e4b03a1dcc8381d3,"['jennifer', 'acosta', 'scott', 'perfect', 'world', 'every', 'adult', 'would', 'get', 'somewhere', 'seven', 'nine', 'hour', 'sleep', 'night']","['could', 'nt', 'sleep', 'perk', 'up']",8,"['sleep', 'last', 'night', 'perk', 'jennifer', 'acosta', 'scott', 'perfect', 'world', 'every', 'adult', 'would', 'get', 'somewhere', 'seven', 'nine', 'hour', 'sleep', 'night', 'could', 'nt', 'sleep', 'perk', 'up']"
TRAVEL,"['guy', 'layer', 'old', 'painting', 'london', 'actual', 'street', 'google', 'maps']",https://www.huffingtonpost.com/entry/london-street-view_us_5b9de5d0e4b03a1dcc8e56de,"['get', 'to', 'tip', 'bowler', 'hat', 'geddit', 'user', 'shy', 'stone', 'clever', 'art', 'fan', 'remixe', 'century', 'painting', 'london']","['london', 'street', 'view']",7,"['guy', 'layer', 'old', 'painting', 'london', 'actual', 'street', 'google', 'maps', 'get', 'to', 'tip', 'bowler', 'hat', 'geddit', 'user', 'shy', 'stone', 'clever', 'art', 'fan', 'remixe', 'century', 'painting', 'london', 'london', 'street', 'view']"
FOOD & DRINK,"['gluten', 'free', 'spice', 'muffin', 'dark', 'chocolate', 'streusel']",https://www.huffingtonpost.com/entry/gluten-free-spice-muffins_us_5b9d797fe4b03a1dcc8879ee,"['brown', 'rice', 'flour', 'friend', 'light', 'fluffy', 'muffin']","['gluten', 'free', 'spice', 'muffins']",2,"['gluten', 'free', 'spice', 'muffin', 'dark', 'chocolate', 'streusel', 'brown', 'rice', 'flour', 'friend', 'light', 'fluffy', 'muffin', 'gluten', 'free', 'spice', 'muffins']"
ENTERTAINMENT,"['friendly', 'reminder', 'lauren', 'lauren', 'sexual', 'feminist']",https://www.huffingtonpost.com/entry/fifth-harmony-lauren-jauregui_us_590b7065e4b0d5d9049a5176,"['fifth', 'harmony', 'member', 'speak', 'recent', 'interview']","['fifth', 'harmony', 'lauren', 'jauregui']",1,"['friendly', 'reminder', 'lauren', 'lauren', 'sexual', 'feminist', 'fifth', 'harmony', 'member', 'speak', 'recent', 'interview', 'fifth', 'harmony', 'lauren', 'jauregui']"
STYLE & BEAUTY,"['lady', 'gaga', 'mas', 'arrival', 'dress', 'crazy', 'photo']",https://www.huffingtonpost.com/entry/lady-gaga-2013-vma-photos_us_5b9d75d6e4b03a1dcc8844cf,"['singer', 'prone', 'lingerie', 'inspire', 'look', 'late', 'cover', 'red', 'carpet', 'black', 'floor', 'length']","['lady', 'gaga', '2013', 'vma', 'photos']",6,"['lady', 'gaga', 'mas', 'arrival', 'dress', 'crazy', 'photo', 'singer', 'prone', 'lingerie', 'inspire', 'look', 'late', 'cover', 'red', 'carpet', 'black', 'floor', 'length', 'lady', 'gaga', '2013', 'vma', 'photos']"
STYLE & BEAUTY,"['top', 'must', 'spring', 'shoe', 'style', 'list', 'network']",https://www.huffingtonpost.comhttp://www.anewmode.com/fashion-style/top-5-musthave-spring-shoes/,"['new', 'mode', 'shoe', 'great', 'way', 'incorporate', 'new', 'trend', 'wardrobe', 'wear', 'variety']","['monsanto', 'problems', 'what', 's', 'changed', 'in', 'the', 'worl', 'matt', 'oconnor', 'stem', 'is', 'taking', 'over', '2014', 'in', 'lifting', 'democrats', 'chris', 'murphy', 'urges', 'focus', 'on', 'themes', 'obama', 'clinton', 'lunch', 'chef', 'alain', 'allegretti', 'raphael', 'mechoulam', 'marijuana', 'research', 'kim', 'kardashian', 'vogue', 'cover', 'spring', 'health', 'benefits', 'monsanto', 'problems', 'the', 'worlds', 'most', 'unusual', 'beaches', 'change', 'of', 'life', 'angela', 'eagle', 'uk', 'labour', 'party', 'bid', 'could', 'nt', 'sleep', 'perk', 'up', 'london', 'street', 'view', 'gluten', 'free', 'spice', 'muffins', 'fifth', 'harmony', 'lauren', 'jauregui', 'lady', 'gaga', '2013', 'vma', 'photos', '22', 'reasons', 'the', 'midwest', 'is', 'the', 'best', 'the', 'worlds', 'most', 'unusual', 'beaches', 'change', 'of', 'life', 'angela', 'eagle', 'uk', 'labour', 'party', 'bid', 'could', 'nt', 'sleep', 'perk', 'up', 'london', 'street', 'view', 'gluten', 'free', 'spice', 'muffins', 'fifth', 'harmony', 'lauren', 'jauregui', 'lady', 'gaga', '2013', 'vma', 'photos', '22', 'reasons', 'the', 'midwest', 'is', 'the', 'best', 'hillary', 'clinton', 'interview', 'late', 'term', 'abortions', 'an', 'island', 'by', 'island', 'guide', 'to', 'caribbean', 'rum', 'dementia', 'heart', 'risk', 'elderly', 'cholesterol', 'c', 'reactive', 'protein', 'the', 'best', 'worst', 'inappropri', 'barclays', 'tee', 'times', 'saturday', 'my', 'oh', 'maya', 'the', 'frontiers', 'sienna', 'miller', 'gwyneth', 'paltrow', 'tom', 'ford', 'oscar', 'dress', 'photos', 'pictures', 'boston', 'marathon', 'finish', 'line', 'red', 'sox', 'parade', 'gisele', 'banco', 'do', 'brasil', 'commercial']",6,"['top', 'must', 'spring', 'shoe', 'style', 'list', 'network', 'new', 'mode', 'shoe', 'great', 'way', 'incorporate', 'new', 'trend', 'wardrobe', 'wear', 'variety', 'monsanto', 'problems', 'what', 's', 'changed', 'in', 'the', 'worl', 'matt', 'oconnor', 'stem', 'is', 'taking', 'over', '2014', 'in', 'lifting', 'democrats', 'chris', 'murphy', 'urges', 'focus', 'on', 'themes', 'obama', 'clinton', 'lunch', 'chef', 'alain', 'allegretti', 'raphael', 'mechoulam', 'marijuana', 'research', 'kim', 'kardashian', 'vogue', 'cover', 'spring', 'health', 'benefits', 'monsanto', 'problems', 'the', 'worlds', 'most', 'unusual', 'beaches', 'change', 'of', 'life', 'angela', 'eagle', 'uk', 'labour', 'party', 'bid', 'could', 'nt', 'sleep', 'perk', 'up', 'london', 'street', 'view', 'gluten', 'free', 'spice', 'muffins', 'fifth', 'harmony', 'lauren', 'jauregui', 'lady', 'gaga', '2013', 'vma', 'photos', '22', 'reasons', 'the', 'midwest', 'is', 'the', 'best', 'the', 'worlds', 'most', 'unusual', 'beaches', 'change', 'of', 'life', 'angela', 'eagle', 'uk', 'labour', 'party', 'bid', 'could', 'nt', 'sleep', 'perk', 'up', 'london', 'street', 'view', 'gluten', 'free', 'spice', 'muffins', 'fifth', 'harmony', 'lauren', 'jauregui', 'lady', 'gaga', '2013', 'vma', 'photos', '22', 'reasons', 'the', 'midwest', 'is', 'the', 'best', 'hillary', 'clinton', 'interview', 'late', 'term', 'abortions', 'an', 'island', 'by', 'island', 'guide', 'to', 'caribbean', 'rum', 'dementia', 'heart', 'risk', 'elderly', 'cholesterol', 'c', 'reactive', 'protein', 'the', 'best', 'worst', 'inappropri', 'barclays', 'tee', 'times', 'saturday', 'my', 'oh', 'maya', 'the', 'frontiers', 'sienna', 'miller', 'gwyneth', 'paltrow', 'tom', 'ford', 'oscar', 'dress', 'photos', 'pictures', 'boston', 'marathon', 'finish', 'line', 'red', 'sox', 'parade', 'gisele', 'banco', 'do', 'brasil', 'commercial']"
TRAVEL,"['reason', 'midwest', 'good']",https://www.huffingtonpost.com/entry/22-reasons-the-midwest-is-the-best_us_5b9d811ee4b03a1dcc88dced,"['mount', 'rushmore', 'kansas', 'city', 'style', 'bbl', 'rock', 'roll', 'hall', 'fame', 'apostle', 'islands', 'actual', 'field']","['22', 'reasons', 'the', 'midwest', 'is', 'the', 'best']",7,"['reason', 'midwest', 'good', 'mount', 'rushmore', 'kansas', 'city', 'style', 'bbl', 'rock', 'roll', 'hall', 'fame', 'apostle', 'islands', 'actual', 'field', '22', 'reasons', 'the', 'midwest', 'is', 'the', 'best']"
POLITICS,"['clinton', 'interview', 'show', 'republicans', 'set', 'term', 'abortion', 'debate']",https://www.huffingtonpost.com/entry/hillary-clinton-interview-late-term-abortions_us_56b7723ee4b08069c7a79ff1,"['call', 'partial', 'birth', 'abortion', 'topic', 'conversation']","['hillary', 'clinton', 'interview', 'late', 'term', 'abortions']",4,"['clinton', 'interview', 'show', 'republicans', 'set', 'term', 'abortion', 'debate', 'call', 'partial', 'birth', 'abortion', 'topic', 'conversation', 'hillary', 'clinton', 'interview', 'late', 'term', 'abortions']"
